# DELETION SIMULATIONS
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
enzyme(s)	standard name	pathway	deletion span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
LPD1	YFL018C	Other	phase 2	23	1.0	1.2913338802804695	0.0	23.800000000000068	16.0	0.02074340867030759	9.199999999999983	5.0	0.18103241348721127	23.20000000000006	2.0	0.3031588130823982	dead (regular)
ERR1	YOR393W	Glycolysis	phase 2	23	1.0	0.7783283234615952	0.0	23.800000000000068	16.0	0.02074340867030759	9.599999999999982	6.0	0.20157311881153256	5.1999999999999975	1.0	0.26153922339188057	dead (regular)
ERR2	YPL281C	Glycolysis	phase 2	23	1.0	0.2425670129580955	0.0	23.800000000000068	16.0	0.02074340867030759	10.19999999999998	6.0	0.20011398952605627	5.099999999999998	1.0	0.25965786351013326	dead (regular)
COX7	YMR256C	Oxidative Phosphorylation	phase 2	25	1.0869565217391304	0.853673703839724	0.5942644898486605	23.800000000000068	16.0	0.02074340867030759	13.799999999999967	5.0	0.07875270032035833	5.299999999999997	4.0	0.25997616187746986	dead (regular)
PCK1	YKR097W	Other	phase 2	23	1.0	0.430541387279625	0.0	23.800000000000068	16.0	0.02074340867030759	10.499999999999979	6.0	0.20659328511669037	5.799999999999995	1.0	0.2679845041956268	dead (regular)
PYC1	YGL062W	TCA	phase 2	23	1.0	0.7468289662601489	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851885799923572	6.199999999999994	1.0	0.27043806273762827	dead (regular)
ZWF1	YNL241C	Pentose phosphate	phase 2	16	0.6956521739130435	0.7145957742142178	-1.0663746314512983	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
LAT1	YNL071W	Other	phase 2	23	1.0	1.2913337921974772	0.0	23.800000000000068	16.0	0.02074340867030759	9.199999999999983	5.0	0.1810324123589676	23.20000000000006	2.0	0.30315881120202426	dead (regular)
PGI1	YBR196C	Glycolysis	phase 2	16	0.6956521739130435	0.8184474586113681	-1.6763622462076626	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regulation)
FBA1	YKL060C	Glycolysis	phase 2	16	0.6956521739130435	0.7434871502523241	-1.1864817937438008	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regulation)
TAL1	YLR354C	Pentose phosphate	phase 2	16	0.6956521739130435	0.8249273306414855	-1.7384085545854786	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
PDA1	YER178W	Other	phase 2	23	1.0	1.2913338802804695	0.0	23.800000000000068	16.0	0.02074340867030759	9.199999999999983	5.0	0.18103241348721127	23.20000000000006	2.0	0.3031588130823982	dead (regular)
PDX1	YGR193C	Other	phase 2	23	1.0	1.2913337921974772	0.0	23.800000000000068	16.0	0.02074340867030759	9.199999999999983	5.0	0.1810324123589676	23.20000000000006	2.0	0.30315881120202426	dead (regular)
PDC5	YLR134W	Anaerobic excretion	phase 2	23	1.0	0.7951095864180864	0.0	23.800000000000068	16.0	0.02074340867030759	8.099999999999987	5.0	0.16052759444315812	6.299999999999994	2.0	0.27044273643800015	dead (regular)
PFK1	YGR240C	Glycolysis	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888643235175	6.199999999999994	1.0	0.27043809956343207	dead (regular)
PFK2	YMR205C	Glycolysis	phase 2	16	0.6956521739130435	0.7396341633603466	-1.1689238112609	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regulation)
MDH1	YKL085W	TCA	phase 2	16	0.6956521739130435	0.10818961927870548	-0.34126966075546306	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
GLK1	YCL040W	Glycolysis	phase 2	23	1.0	0.7648540664990441	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20852061461144605	6.199999999999994	1.0	0.270440337854306	dead (regular)
ACO1	YLR304C	TCA	phase 2	16	0.6956521739130435	0.7746660499319489	-1.350652336210514	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
COX11	YPL132W	Oxidative Phosphorylation	phase 2	23	1.0	0.7773370548935391	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.20368963783870137	5.4999999999999964	1.0	0.26425249878785445	dead (regular)
KGD1	YIL125W	TCA	phase 2	16	0.6956521739130435	0.32739011410510327	-0.4524878870640246	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
ATP15	YPL271W	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567904126499	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
SDH2	YLL041C	TCA	phase 2	16	0.6956521739130435	0.3272719234958808	-0.4524083901307083	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
DAL7	YIR031C	Anaplerotic reactions 	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888832880555	6.199999999999994	1.0	0.2704381020196681	dead (regular)
IDP1	YDL066W	TCA	phase 2	16	0.6956521739130435	0.3535023899445505	-0.4707640389588647	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
QCR9	YGR183C	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
TKL1	YPR074C	Pentose phosphate	phase 2	23	1.0	0.7959609421914594	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.2014052253873081	5.399999999999997	1.0	0.2613022444217454	dead (regular)
PDC6	YGR087C	Anaerobic excretion	phase 2	23	1.0	0.7951169507032836	0.0	23.800000000000068	16.0	0.02074340867030759	8.099999999999987	5.0	0.16052540341459048	6.299999999999994	2.0	0.27043905287817616	dead (regular)
ICL1	YER065C	Anaplerotic reactions 	phase 2	23	1.0	0.5595703041745633	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2084957975541375	6.199999999999994	1.0	0.2704081954721423	dead (regular)
ATP7	YKL016C	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567904126499	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
MLS1	YNL117W	Anaplerotic reactions 	phase 2	23	1.0	0.5592630089002886	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188910389605	6.199999999999994	1.0	0.2704381055297877	dead (regular)
PYC2	YBR218C	TCA	phase 2	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085207132588307	6.199999999999994	1.0	0.27044046561973395	dead (regular)
NDI1	YML120C	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.48181250751410415	-0.5873314784710678	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
PDB1	YBR221C	Other	phase 2	23	1.0	1.2913338802804695	0.0	23.800000000000068	16.0	0.02074340867030759	9.199999999999983	5.0	0.18103241348721127	23.20000000000006	2.0	0.3031588130823982	dead (regular)
COX13	YGL191W	Oxidative Phosphorylation	phase 2	25	1.0869565217391304	0.853673703839724	0.5942644898486605	23.800000000000068	16.0	0.02074340867030759	13.799999999999967	5.0	0.07875270032035833	5.299999999999997	4.0	0.25997616187746986	dead (regular)
TKL2	YBR117C	Pentose phosphate	phase 2	23	1.0	0.29476008742152027	0.0	23.800000000000068	16.0	0.02074340867030759	10.19999999999998	6.0	0.20010158370198552	5.1999999999999975	1.0	0.2596321869946172	dead (regular)
PGM1	YKL127W	Galactose metabolism	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851887932943552	6.199999999999994	1.0	0.2704380903639269	dead (regular)
SDH3	YKL141W	TCA	phase 2	16	0.6956521739130435	0.3272719234958808	-0.4524083901307083	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
PGM2	YMR105C	Galactose metabolism	phase 2	23	1.0	0.242434808974273	0.0	23.800000000000068	16.0	0.02074340867030759	10.19999999999998	6.0	0.20011391870681794	5.099999999999998	1.0	0.25965777172641225	dead (regular)
SDH4	YDR178W	TCA	phase 2	16	0.6956521739130435	0.3272719234958808	-0.4524083901307083	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
QCR10	YHR001W-A	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
ATP3	YBR039W	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567904126499	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
ADH5	YBR145W	Anaerobic excretion	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188874025641	6.199999999999994	1.0	0.2704381008200256	dead (regular)
GND1	YHR183W	Pentose phosphate	phase 2	23	1.0	0.763639461670598	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.208518573053085	6.199999999999994	1.0	0.27043769368307224	dead (regular)
COX23	YHR116W	Oxidative Phosphorylation	phase 2	23	1.0	0.7773370548935391	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.20368963783870137	5.4999999999999964	1.0	0.26425249878785445	dead (regular)
SOL3	YHR163W	Pentose phosphate	phase 2	23	1.0	0.7626803289320263	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851829156194604	6.099999999999994	1.0	0.2704475756504929	dead (regular)
ALD5	YER073W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 2	23	1.0	0.5300143306268219	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.19735825134645105	4.899999999999999	1.0	0.25610512093606075	dead (regular)
GPP2	YER062C	Anaerobic excretion	phase 2	23	1.0	0.5438596491228065	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188874593526	6.199999999999994	1.0	0.27043810089357534	dead (regular)
NDE1	YMR145C	Oxidative Phosphorylation	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188776211958	6.199999999999994	1.0	0.27043808815146103	dead (regular)
GPP1	YIL053W	Anaerobic excretion	phase 2	23	1.0	0.793333333333334	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851919796506613	6.199999999999994	1.0	0.2704385030521872	dead (regular)
GPD2	YOL059W	Anaerobic excretion	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888324417917	6.199999999999994	1.0	0.27043809543419695	dead (regular)
ERR3	YMR323W	Glycolysis	phase 2	23	1.0	0.7783282642426637	0.0	23.800000000000068	16.0	0.02074340867030759	9.599999999999982	6.0	0.20157322060461288	5.1999999999999975	1.0	0.2615393553106559	dead (regular)
CIT3	YPR001W	TCA	phase 2	23	1.0	0.506926425714508	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851887930042368	6.199999999999994	1.0	0.2704380903263516	dead (regular)
ALD4	YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 2	23	1.0	0.4278629965009239	0.0	23.800000000000068	16.0	0.02074340867030759	10.29999999999998	6.0	0.20011021699274695	5.1999999999999975	1.0	0.2596433753105489	dead (regular)
RPE1	YJL121C	Pentose phosphate	phase 2	23	1.0	0.8112597528914188	0.0	23.800000000000068	16.0	0.02074340867030759	8.799999999999985	5.0	0.16901572827518058	11.499999999999975	2.0	0.2844166583845177	dead (regular)
SDH9	YJL045W	TCA	phase 2	23	1.0	0.6982256078142361	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791297644	6.199999999999994	1.0	0.2704380901053183	dead (regular)
COX16	YJL003W	Oxidative Phosphorylation	phase 2	23	1.0	0.7773370548935391	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.20368963783870137	5.4999999999999964	1.0	0.26425249878785445	dead (regular)
ALD2	YMR170C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 2	23	1.0	0.4692680996511963	0.0	23.800000000000068	16.0	0.02074340867030759	10.29999999999998	6.0	0.20011021784209143	5.1999999999999975	1.0	0.259643376411257	dead (regular)
PYK2	YOR347C	Glycolysis	phase 2	23	1.0	0.2638643916891624	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188785829783	6.199999999999994	1.0	0.27043808939713576	dead (regular)
ACS2	YLR153C	Other	phase 2	23	1.0	0.769640796387291	0.0	23.800000000000068	16.0	0.02074340867030759	10.699999999999978	6.0	0.2085039923540634	6.099999999999994	1.0	0.2704290545915237	dead (regular)
COX18	YGR062C	Oxidative Phosphorylation	phase 2	23	1.0	0.7773370548935391	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.20368963783870137	5.4999999999999964	1.0	0.26425249878785445	dead (regular)
LSC2	YGR244C	TCA	phase 2	16	0.6956521739130435	0.32739011410510344	-0.4524878870640248	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
SOL4	YGR248W	Pentose phosphate	phase 2	23	1.0	0.7357512225856627	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20852040607761918	6.199999999999994	1.0	0.2704400677669276	dead (regular)
GND2	YGR256W	Pentose phosphate	phase 2	23	1.0	0.7357584032166424	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851911496382314	6.199999999999994	1.0	0.27043839555121985	dead (regular)
LSC1	YOR142W	TCA	phase 2	16	0.6956521739130435	0.32739011410510344	-0.4524878870640248	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
ALD6	YPL061W	Anaerobic excretion	phase 2	23	1.0	0.5663522739548652	0.0	23.800000000000068	16.0	0.02074340867030759	10.699999999999978	6.0	0.20529006247964676	5.599999999999996	1.0	0.26631619704373083	dead (regular)
OLI1	Q0130	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567790867645	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
TIM11	YDR322C-A	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
ATP18	YML081C-A	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
ATP19	YOL077W-A	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
GPD1	YDL022W	Anaerobic excretion	phase 2	23	1.0	0.7246376811594164	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20850870142118302	6.199999999999994	1.0	0.2704249082121268	dead (regular)
SDH1	YKL148C	TCA	phase 2	23	1.0	0.7742086235759447	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2087220011284762	6.299999999999994	1.0	0.2706909064682308	dead (regular)
COX12	YLR038C	Oxidative Phosphorylation	phase 2	25	1.0869565217391304	0.853673703839724	0.5942644898486605	23.800000000000068	16.0	0.02074340867030759	13.799999999999967	5.0	0.07875270032035833	5.299999999999997	4.0	0.25997616187746986	dead (regular)
ACS1	YAL054C	Other	phase 2	23	1.0	0.6640392509800929	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888197987786	6.199999999999994	1.0	0.2704380937967085	dead (regular)
HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 2	23	1.0	0.7353073325488205	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.19767087456170526	4.999999999999998	1.0	0.25650092768669774	dead (regular)
COX20	YDR231C	Oxidative Phosphorylation	phase 2	23	1.0	0.7773370548935391	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.20368963783870137	5.4999999999999964	1.0	0.26425249878785445	dead (regular)
YLR446W	YLR446W	Glycolysis	phase 2	23	1.0	0.7826784865634723	0.0	23.800000000000068	16.0	0.02074340867030759	10.09999999999998	6.0	0.20019009042958938	5.1999999999999975	1.0	0.25974688731664686	dead (regular)
ATP17	YDR377W	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567904126499	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
NDE2	YDL085W	Oxidative Phosphorylation	phase 2	23	1.0	0.537342815627368	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888853845407	6.099999999999994	1.0	0.27044834888473146	dead (regular)
FAP7	YDL166C	Salvage pathways	phase 2	23	1.0	0.7562976594368991	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085145183753275	6.199999999999994	1.0	0.27043244217398266	dead (regular)
ATP16	YDL004W	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
RKI1	YOR095C	Pentose phosphate	phase 2	16	0.6956521739130435	0.7947625946213115	-1.4829062252341236	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
ATP20	YPR020W	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567904126499	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
ATP14	YLR295C	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
COX19	YLL018C-A	Oxidative Phosphorylation	phase 2	23	1.0	0.7773370548935391	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.20368963783870137	5.4999999999999964	1.0	0.26425249878785445	dead (regular)
SOD1	YJR104C	Oxidative stress	phase 2	23	1.0	0.6179680142204231	0.0	23.800000000000068	16.0	0.02074340867030759	10.699999999999978	6.0	0.2115819534049955	6.5999999999999925	1.0	0.2743955355079306	dead (regular)
SOD2	YHR008C	Oxidative stress	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888000935806	6.199999999999994	1.0	0.2704380912445442	dead (regular)
GPX3	YIR037W	Oxidative stress	phase 2	23	1.0	0.5447244526473133	0.0	23.800000000000068	16.0	0.02074340867030759	10.499999999999979	6.0	0.20658749429316653	5.999999999999995	1.0	0.2679568062487129	dead (regular)
GLR1	YPL091W	Oxidative stress	phase 2	23	1.0	0.49739403522094666	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20658070610283652	5.799999999999995	1.0	0.2679682082861713	dead (regular)
TRX3	YCR083W	Oxidative stress	phase 2	23	1.0	0.5474474397974339	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188884572709	6.199999999999994	1.0	0.2704381021860526	dead (regular)
TRR2	YHR106W	Oxidative stress	phase 2	23	1.0	0.5474475208680002	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851887843454853	6.199999999999994	1.0	0.27043808920489343	dead (regular)
CTA1	YDR256C	Oxidative stress	phase 2	23	1.0	0.08680126196942557	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20861861658486544	6.199999999999994	1.0	0.2705672673626398	dead (regular)
GPX1	YKL026C	Oxidative stress	phase 2	23	1.0	0.5474432500439496	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188918279084	6.199999999999994	1.0	0.2704381065516112	dead (regular)
GPX2	YBR244W	Oxidative stress	phase 2	23	1.0	0.272645343911855	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888779451677	6.199999999999994	1.0	0.27043810132767143	dead (regular)
TRX1	YLR043C	Oxidative stress	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851887873522712	6.199999999999994	1.0	0.2704380895943243	dead (regular)
TRX2	YGR209C	Oxidative stress	phase 2	23	1.0	0.7577265339005211	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888488118064	6.199999999999994	1.0	0.2704380975543976	dead (regular)
TRR1	YDR353W	Oxidative stress	phase 2	22	0.9565217391304348	0.7250469095728347	-0.15812974061145363	23.800000000000068	16.0	0.02074340867030759	8.599999999999985	5.0	0.19100028863245078	4.300000000000001	1.0	0.2479173945116679	dead (regular)
CTT1	YGR088W	Oxidative stress	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188884449004	6.199999999999994	1.0	0.27043810217003034	dead (regular)
PGM2,PGM1	YMR105C,YKL127W	Galactose metabolism	phase 2	23	1.0	0.24243480090922995	0.0	23.800000000000068	16.0	0.02074340867030759	10.19999999999998	6.0	0.2001139204554388	5.099999999999998	1.0	0.2596577739926738	dead (regular)
YLR446W,GLK1,HXK1,HXK2	YLR446W,YCL040W,YFR053C,YGL253W	Glycolysis	phase 2	23	1.0	0.9994852572105367	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.299999999999994	7.0	0.27046416283169544	dead (regular)
TDH3,TDH1,TDH2	YGR192C,YJL052W,YJR009C	Glycolysis	phase 2	23	1.0	1.0000911877909868	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.299999999999994	7.0	0.27046416283169544	dead (regular)
ERR2,ENO1,ENO2,ERR3,ERR1	YPL281C,YGR254W,YHR174W,YMR323W,YOR393W	Glycolysis	phase 2	23	1.0	0.9999355910354544	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.299999999999994	7.0	0.27046416283169544	dead (regular)
CDC19,PYK2	YAL038W,YOR347C	Glycolysis	phase 2	23	1.0	1.0001684003470657	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.299999999999994	7.0	0.2704641605561825	dead (regular)
SOL4,SOL3	YGR248W,YHR163W	Pentose phosphate	phase 2	16	0.6956521739130435	0.7145957742142175	-1.0663746314512967	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
GND2,GND1	YGR256W,YHR183W	Pentose phosphate	phase 2	23	1.0	0.8085641963430349	0.0	23.800000000000068	16.0	0.02074340867030759	8.999999999999984	5.0	0.17237529526310297	12.69999999999997	2.0	0.2899182550613332	dead (regular)
TKL2,TKL1	YBR117C,YPR074C	Pentose phosphate	phase 2	16	0.6956521739130435	0.7188961773453518	-1.0826883221039119	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
GPD1,GPD2	YDL022W,YOL059W	Anaerobic excretion	phase 2	23	1.0	0.7198067632850201	0.0	23.800000000000068	16.0	0.02074340867030759	10.29999999999998	6.0	0.20730365106192897	5.999999999999995	1.0	0.26888446446009806	dead (regular)
GPP2,GPP1	YER062C,YIL053W	Anaerobic excretion	phase 2	23	1.0	0.7198067632850241	0.0	23.800000000000068	16.0	0.02074340867030759	10.29999999999998	6.0	0.20730364962418196	5.999999999999995	1.0	0.2688844625977437	dead (regular)
PDC6,PDC1,PDC5	YGR087C,YLR044C,YLR134W	Anaerobic excretion	phase 2	23	1.0	0.9986789417038394	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.399999999999993	7.0	0.27042580253831583	dead (regular)
ADH5,ADH1	YBR145W,YOL086C	Anaerobic excretion	phase 2	26	1.1304347826086956	0.7509879717560036	0.5238091650773115	23.800000000000068	16.0	0.02074340867030759	33.1000000000002	10.0	0.2907029804320296	0.0	0.0	NaN	dead (regular)
HFD1,ALD2,ALD5,ALD4	YMR110C,YMR170C,YER073W,YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 2	23	1.0	0.6065769839136981	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.19794249027060726	4.999999999999998	1.0	0.2568529703943699	dead (regular)
DAL7,MLS1	YIR031C,YNL117W	Anaplerotic reactions 	phase 2	23	1.0	0.5595704472735105	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2084957867997396	6.199999999999994	1.0	0.270408181543337	dead (regular)
ACS1,ACS2	YAL054C,YLR153C	Other	phase 2	16	0.6956521739130435	0.6723675136797951	-0.9289305511343842	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
FAP7,ADK1	YDL166C,YDR226W	Salvage pathways	phase 2	16	0.6956521739130435	0.6723675136797949	-0.9289305511343835	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
PYC2,PYC1	YBR218C,YGL062W	TCA	phase 2	16	0.6956521739130435	0.675428457872534	-0.9376910375199585	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
CIT1,CIT3	YNR001C,YPR001W	TCA	phase 2	16	0.6956521739130435	0.35338352497375314	-0.47067750025175703	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
SDH9,SDH1	YJL045W,YKL148C	TCA	phase 2	16	0.6956521739130435	0.32333880554297084	-0.44977874980871824	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
